patient_id	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_clusterProminence	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_clusterShade	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_correlation	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_energy	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_entropy	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_haralickCorrelation	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_inertia	mean_cooccurrence_win_97_sliding_97_numbin_128_offset_17_inverseDifferenceMoment	mean_edgeenhance_win_97_sliding_97_Eta_10_epsi_10_radius_edge_8_radius_8_edge_enhance	mean_graylevel_win_97_sliding_97_numbin_128_5th	mean_graylevel_win_97_sliding_97_numbin_128_5thmean	mean_graylevel_win_97_sliding_97_numbin_128_95th	mean_graylevel_win_97_sliding_97_numbin_128_95thmean	mean_graylevel_win_97_sliding_97_numbin_128_entropy	mean_graylevel_win_97_sliding_97_numbin_128_kurtosis	mean_graylevel_win_97_sliding_97_numbin_128_max	mean_graylevel_win_97_sliding_97_numbin_128_mean	mean_graylevel_win_97_sliding_97_numbin_128_min	mean_graylevel_win_97_sliding_97_numbin_128_sigma	mean_graylevel_win_97_sliding_97_numbin_128_skewness	mean_graylevel_win_97_sliding_97_numbin_128_sum	mean_runlength_win_97_sliding_97_numbin_128_GreyLevelNonuniformity	mean_runlength_win_97_sliding_97_numbin_128_HighGreyLevelRunEmphasis	mean_runlength_win_97_sliding_97_numbin_128_LongRunEmphasis	mean_runlength_win_97_sliding_97_numbin_128_LowGreyLevelRunEmphasis	mean_runlength_win_97_sliding_97_numbin_128_RunLengthNonuniformity	mean_runlength_win_97_sliding_97_numbin_128_RunPercentage	mean_runlength_win_97_sliding_97_numbin_128_ShortRunEmphasis	mean_win_97_sliding_97_box_counting	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_clusterProminence	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_clusterShade	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_correlation	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_energy	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_entropy	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_haralickCorrelation	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_inertia	std_cooccurrence_win_97_sliding_97_numbin_128_offset_17_inverseDifferenceMoment	std_edgeenhance_win_97_sliding_97_Eta_10_epsi_10_radius_edge_8_radius_8_edge_enhance	std_graylevel_win_97_sliding_97_numbin_128_5th	std_graylevel_win_97_sliding_97_numbin_128_5thmean	std_graylevel_win_97_sliding_97_numbin_128_95th	std_graylevel_win_97_sliding_97_numbin_128_95thmean	std_graylevel_win_97_sliding_97_numbin_128_entropy	std_graylevel_win_97_sliding_97_numbin_128_kurtosis	std_graylevel_win_97_sliding_97_numbin_128_max	std_graylevel_win_97_sliding_97_numbin_128_mean	std_graylevel_win_97_sliding_97_numbin_128_min	std_graylevel_win_97_sliding_97_numbin_128_sigma	std_graylevel_win_97_sliding_97_numbin_128_skewness	std_graylevel_win_97_sliding_97_numbin_128_sum	std_runlength_win_97_sliding_97_numbin_128_GreyLevelNonuniformity	std_runlength_win_97_sliding_97_numbin_128_HighGreyLevelRunEmphasis	std_runlength_win_97_sliding_97_numbin_128_LongRunEmphasis	std_runlength_win_97_sliding_97_numbin_128_LowGreyLevelRunEmphasis	std_runlength_win_97_sliding_97_numbin_128_RunLengthNonuniformity	std_runlength_win_97_sliding_97_numbin_128_RunPercentage	std_runlength_win_97_sliding_97_numbin_128_ShortRunEmphasis	std_win_97_sliding_97_box_counting
4384592	138340.4	51.34458	0.006358319	0.00229209	9.055827	2563381.0	57.415519999999994	0.1541263	2.610134e-07	-0.05643425	-0.08941446	0.31557209999999997	0.35468540000000004	6.089874	2.869066	0.6254651999999999	0.12696179999999999	-0.195654	0.11528139999999998	0.16689120000000002	1194.587	154.3099	3444.5040000000004	1.0	0.001079495	8863.241	0.9419965	1.0	1.009228	631533.1	1888.891	0.003755885	0.0009735232000000001	0.4960103	4669386.0	21.8859	0.02307061	7.891741000000001e-07	0.8933030000000001	0.9058546000000001	0.7313883000000001	0.7283049	0.2735303	0.6386270000000001	0.5010192	0.7999191999999999	0.9264562	0.08420578	0.3212963	7526.439	30.80985	1019.9860000000001	0.0	0.001321956	511.0645	0.05431656	0.0	0.15182679999999998
4384592	232255.2	-284.6385	0.0033703490000000003	0.0017151979999999998	9.366545	4486422.0	87.41653000000001	0.1274687	4.3445370000000006e-07	-0.04884527	-0.0941404	0.42649170000000003	0.4785979	5.844295	3.036538	0.7273401999999999	0.18759170000000003	-0.2445924	0.1467385	0.1846824	1765.05	186.6148	3759.083	1.0	0.0007848438000000001	8955.123	0.9517610999999999	1.0	1.067644	446763.4	2606.028	0.001773174	0.0006163233	0.457167	5523295.0	19.547079999999998	0.01447302	7.198779999999999e-07	0.818244	0.8448341999999999	0.5166334	0.5097973	0.359678	1.2015360000000002	0.3815527	0.6453858	0.8972861999999999	0.1073147	0.3572114	6072.436	47.397420000000004	910.7087	0.0	0.000479802	285.9423	0.03039029	0.0	0.1370134
4493059	191481.8	331.4628	0.008775564	0.002441906	9.024657000000001	2383554.0	53.04156	0.1651506	2.839036e-07	-0.07166613	-0.1027125	0.3103704	0.34814120000000004	6.14609	2.795786	0.6353502	0.1153618	-0.19271370000000002	0.11826539999999999	0.1434407	1085.44	144.8816	3470.4240000000004	1.000022	0.00153744	8620.484	0.9162039000000001	0.9999945	0.9263906	873335.1	5044.232	0.004576404	0.0011312339999999998	0.5295996000000001	2962861.0	28.08946	0.02891574	6.344133000000001e-07	0.9246116	0.9335066999999999	0.7732525	0.7688977	0.35356350000000003	0.6721819	0.472409	0.8420715	0.9408528	0.07981462	0.407466	7923.048000000001	34.65436	1301.854	0.0002500589	0.0021162	864.6463	0.09186464	6.251586e-05	0.1701727
4493059	251451.6	239.7359	0.0075530269999999995	0.0022149170000000003	9.124705	2871539.0	58.498909999999995	0.15740220000000002	3.550069000000001e-07	-0.08194699	-0.11432160000000001	0.330058	0.3711811	6.187014	2.7881259999999997	0.6413748	0.118824	-0.20875760000000002	0.1280753	0.1682227	1118.014	141.0169	3501.8059999999996	1.0000069999999999	0.0013935660000000002	8661.373	0.9205440999999999	0.9999982	0.921895	1163172.0	6012.439	0.0034413670000000003	0.000904638	0.5167957999999999	4551030.0	32.71085	0.02462771	9.648155e-07	0.9093777	0.9203131	0.7423335	0.7364541	0.2941092	0.6327608	0.4819314	0.81509	0.9325376	0.09790649	0.37089479999999997	7669.182	27.80858	1188.128	8.164832e-05	0.0017587360000000001	779.6339	0.08284909	2.041257e-05	0.16924370000000002
4558166	535268.8	-398.8145	0.002666923	0.001157803	9.656336999999999	9926123.0	137.917	0.10591600000000001	1.193908e-06	-0.07085313	-0.14924620000000002	0.6870141	0.7761759	5.890511	3.112349	1.079536	0.303724	-0.4163977	0.23353829999999998	0.1947699	2857.738	181.3934	4007.8459999999995	1.0	0.000719142	8922.325	0.9482756999999999	1.0	1.025303	957882.4	5902.897	0.00118971	0.0003692246	0.361469	13470920.0	32.77721	0.01145575	1.732533e-06	0.6303576999999999	0.6831221	0.34785609999999995	0.35837800000000003	0.3498788	0.6555844	0.3893532	0.4296764	0.8613876	0.1485537	0.4427039000000001	4042.825	44.528929999999995	1299.652	0.0	0.00026762060000000003	170.5847	0.01812995	0.0	0.1148039
4558166	619206.9	-1419.658	0.003225618	0.001142406	9.687552	9820500.0	127.8373	0.10916949999999999	1.204964e-06	-0.07339649	-0.1538091	0.6833281	0.7642946	6.076739	3.081861	1.054467	0.30688730000000003	-0.41389929999999997	0.2345203	0.12201689999999998	2887.5040000000004	157.6858	4113.244000000001	1.0	0.0007764242	8865.716	0.9422589	1.0	0.9735493000000001	936645.6	8432.896	0.001267519	0.00040473839999999995	0.37782459999999995	10159040.0	36.76628	0.01357595	1.51319e-06	0.6936	0.7572786	0.4053087	0.4032133	0.30235229999999996	0.8216719000000001	0.3827403	0.5152025	0.9785235999999999	0.1420887	0.4948827	4847.54	36.10321	1421.901	0.0	0.0002940148	281.6054	0.02992937	0.0	0.1255978
4021359	165417.5	-221.4819	0.006499674	0.002480322	8.974076	2869182.0	53.79618000000001	0.1582144	2.805004e-07	-0.0333318	-0.06782834	0.3423461	0.3802607	6.067815	2.946591	0.6105095	0.1552181	-0.18085620000000002	0.1160163	0.12037139999999999	1460.445	156.5534	3706.028	1.000003	0.0009317028	8854.032	0.9410179	0.9999993	1.011124	437710.9	2688.387	0.00312072	0.0009549141	0.5372717	4289767.0	18.222820000000002	0.02131553	5.352355e-07	0.8754639999999999	0.8922403	0.6485074000000001	0.6431023	0.25818470000000004	0.9912238999999999	0.4673102	0.7476278000000001	0.9289993000000001	0.09222976	0.3510503	7034.429	31.864040000000003	998.9458	6.265532e-05	0.0008565669	547.9312	0.05822903	1.566499e-05	0.17047279999999998
4021359	147793.5	-245.6176	0.006811104	0.002553625	8.941645	2591038.0	52.17024	0.1612392	2.667587e-07	-0.05659298	-0.08951433	0.3150555	0.3523489	6.080983	2.938196	0.6001826	0.1300673	-0.19198010000000001	0.1152016	0.157869	1223.803	154.1702	3518.1240000000003	1.000006	0.001045555	8823.871	0.9378141999999999	0.9999985	1.0016530000000001	322772.0	2080.593	0.003175073	0.0010148289999999999	0.5401416	3612258.0	17.04166	0.02239628	4.3969909999999996e-07	0.9076833000000001	0.9255943000000001	0.6817352	0.6768670999999999	0.251794	0.959103	0.47005109999999994	0.7782960999999999	0.9553527	0.0906424	0.3737611	7322.986999999999	30.45947	974.4197	0.0001008788	0.001059746	610.4911	0.06487139	2.5220100000000003e-05	0.1728948
3651278	748108.8	-1225.569	0.005146326	0.00131943	9.703246	8088263.0	91.55079	0.1262027	7.234881e-07	-0.05520253	-0.1044603	0.5609098000000001	0.6107231	6.383597	2.652009	0.7807092	0.25901810000000003	-0.2386228	0.1929088	-0.02499515	2437.101	122.9736	4619.99	1.0	0.001033272	8659.374	0.9203290999999999	1.0	0.8412588	1471698.0	8554.616	0.001936155	0.0005277455	0.44895630000000003	9828477.0	35.84708	0.0206461	9.113893e-07	0.8039708999999999	0.8173486999999999	0.5602444000000001	0.5491138000000001	0.23396660000000002	0.6298538	0.4877103	0.6647411999999999	0.8406205	0.1303378	0.42629170000000005	6254.548000000001	27.078409999999998	1271.819	0.0	0.000750993	506.2993	0.05381011	0.0	0.1549193
3651278	771693.3	-898.1348	0.004788992	0.0012611089999999998	9.716682	8443337.0	97.77445	0.1219117	8.703404000000001e-07	-0.08380118	-0.13961070000000003	0.594541	0.6516389	6.356867	2.890094	0.8590030999999999	0.26299120000000004	-0.2756377	0.2095565	0.01099353	2474.484	125.7273	4382.417	1.0	0.001201196	8642.826	0.9185705	1.0	0.8394279	1274158.0	8671.296	0.001805166	0.0005292252	0.4751124	9425240.0	33.87214	0.0225631	1.0828319999999999e-06	0.8016868	0.8254056999999999	0.5532728	0.5495415	0.22687889999999997	2.2063770000000003	0.48623649999999996	0.647238	0.8521347	0.1308577	0.5545585999999999	6089.861	27.082729999999998	1371.049	0.0	0.001007151	449.2719	0.04774917	0.0	0.1480325
3081632	706159.1	-138.7869	0.00513148	0.001337738	9.685886	8012717.0	87.30530999999999	0.1255674	7.993243000000001e-07	-0.06253006	-0.1172481	0.6162316	0.6803133000000001	6.326324	3.028527	0.9324665000000001	0.2779873	-0.2585299	0.21341849999999998	0.09857932	2615.584	127.0669	4089.475	1.0	0.001126514	8531.984	0.9067896000000001	1.0	0.8134726999999999	1031137.0	7642.853	0.001959758	0.0007349447999999999	0.5115102	7905690.0	32.71525	0.02288387	8.198019000000001e-07	0.8490469	0.8620982	0.6993001999999999	0.7031562	0.2767007	2.924916	0.6325751000000001	0.7492422	0.8935495999999999	0.11616010000000002	0.6526436999999999	7049.621	36.34248	1313.941	0.0	0.0006204596	480.7382	0.05109344	0.0	0.1479876
3081632	513079.8	-27.108320000000003	0.004856719000000001	0.001430605	9.597054	6592155.0	87.8283	0.1260168	6.779496999999999e-07	-0.09128184	-0.1392596	0.5037396	0.5587984	6.203011	2.7299330000000004	0.8038092	0.20231229999999997	-0.2797396	0.1865993	0.14363779999999998	1903.557	140.8792	3878.426	1.0	0.001041613	8744.288	0.9293540000000001	1.0	0.9149896999999999	994119.1	5918.993	0.0018315010000000001	0.0006188311000000001	0.49645550000000005	7956412.0	36.31861	0.01977728	9.313386e-07	0.8306393	0.8496876	0.6187369	0.6184685999999999	0.3072402	0.6699353	0.4834644	0.6966769	0.8958478999999999	0.1278454	0.3954152	6555.031999999999	36.99406	1067.0439999999999	0.0	0.0006591452	420.8773	0.04473136	0.0	0.1534939
75304689	224052.6	-101.966	0.008030851	0.002676816	8.93267	2603743.0	49.75607	0.1673674	3.2115499999999997e-07	-0.06266466	-0.09404824	0.3244292	0.36158290000000004	6.168821	2.864369	0.6180223000000001	0.1299534	-0.1834165	0.1205961	0.1421474	1222.733	142.6075	3564.6540000000005	1.000003	0.001430378	8653.302	0.9196849	0.9999992	0.9305843	1209498.0	6896.899	0.003572057	0.001308954	0.6332831999999999	3149303.0	32.663540000000005	0.02732717	9.82217e-07	0.9095721999999999	0.9204459	0.7132016	0.7094971999999999	0.2747861	0.8327898000000001	0.471117	0.7994220000000001	0.9323388000000001	0.09459594	0.4150932	7521.759	28.78605	1208.232	5.236995e-05	0.001993205	782.261	0.08313453	1.309211e-05	0.1897976
75304689	167776.4	-88.74501	0.008338568000000001	0.0027405240000000003	8.895477	2576772.0	44.843070000000004	0.16922579999999998	2.76517e-07	-0.04656678	-0.07656813	0.3331996	0.36900920000000004	6.17908	2.7884439999999997	0.6245385	0.1429238	-0.1637886	0.11743610000000002	0.13383029999999999	1344.77	139.5881	3570.684	1.0000040000000001	0.0013438579999999999	8600.521	0.9140754000000001	0.999999	0.9199519	520433.5	2753.167	0.003758094	0.001291025	0.6317613000000001	3211773.0	21.54857	0.0264348	7.339610000000001e-07	0.9226646000000001	0.9355114	0.7086216999999999	0.7022636999999999	0.26711009999999996	0.6739501	0.44904390000000005	0.8048748	0.9553146999999999	0.08966638	0.3547563	7573.068	27.819329999999997	1161.7060000000001	4.8062959999999994e-05	0.001737805	865.6543	0.09199717	1.201537e-05	0.2029336
4704730	1089765.0	-2433.879	0.004337388	0.0009875158999999999	10.03262	14313000.0	94.54697	0.11240019999999999	1.0051380000000001e-06	-0.1135957	-0.1801343	0.722536	0.7792741999999999	6.471321	2.477732	0.9669538000000001	0.3253153	-0.35546679999999997	0.26256009999999996	-0.1284356	3060.8920000000003	114.4555	4888.914000000001	1.0	0.0010905860000000002	8683.933	0.9229391	1.0	0.8286787	1163664.0	6073.3330000000005	0.001391796	0.0005696241	0.5164554	11486330.0	22.1761	0.02110479	9.746848e-07	0.8517299	0.8734721	0.6344754	0.6360657	0.2912111	1.082223	0.6396390000000001	0.7144655	0.9239243	0.12232149999999999	0.4108849	6722.406	35.16232	1156.9080000000001	0.0	0.0007897933999999999	275.555	0.02928632	0.0	0.1376189
4704730	825009.9	-1639.609	0.004899133	0.0010287739999999999	9.893158999999999	10217910.0	87.44312	0.1222577	7.413306999999999e-07	-0.07234501	-0.12777449999999999	0.6512260999999999	0.707916	6.454044000000001	2.483555	0.908324	0.29915759999999997	-0.2806842	0.22868539999999998	-0.03392586	2814.7740000000003	112.8968	4673.521	1.0	0.001112371	8611.085	0.9151966	1.0	0.8029251000000001	1137097.0	9150.315	0.001499175	0.0003020926	0.3533018	7119410.0	33.386990000000004	0.01467446	7.052620999999999e-07	0.7562926	0.7617010000000001	0.6394310000000001	0.6397284000000001	0.1859846	0.5767058	0.5717666	0.6811048000000001	0.7849534	0.08740643	0.42971940000000003	6408.515	18.97808	1465.624	0.0	0.0006959703	317.1671	0.0337089	0.0	0.1167749
